"","sp.","site","quadrat","tag","x","y","height0","height1","pesticide","exclosure","growth.form","growth.habit","dispersal.mode","mycor.type","shade.tolerance","leaf.lifespan","surv0","surv1","census","quad.unique","plot","quad.sp","A.sum","A.con","A.het","quad.census","quad.census.sp","sum.dens","con.dens","S.con","S.het","lg_A.con","lg_A.het","lg_A.sum","lg_S.con","lg_S.het","lg_height0"
"1223","DEGL",3,410,10005,0.65,0.6,20,25,"I",0,"shrub","shrub","gravity","AM","","deciduous",1,1,"16sp","3_0_410","3_0","3_0_410_DEGL",5033.73182015621,0,5033.73182015621,"3_0_410_16sp","3_0_410_16sp_DEGL",9,1,0,8,-2.33507483424145,0.350208137030215,-0.654337935977173,-2.04128471219882,-0.336946311916534,3.13009171386889
"1228","DEGL",3,303,3002,0.9,0.2,43,50,"W",0,"shrub","shrub","gravity","AM","","deciduous",1,1,"16sp","3_0_303","3_0","3_0_303_DEGL",4128.88552950578,0,4128.88552950578,"3_0_303_16sp","3_0_303_16sp_DEGL",2,2,1,0,-2.33507483424145,-0.387305171131453,-1.82501080473028,-1.23293275386211,-3.44100176068236,4.77687409679574
"1244","DEGL",3,103,3005,0.8,0.15,16,22,"I",0,"shrub","shrub","gravity","AM","","deciduous",1,1,"16sp","3_0_103","3_0","3_0_103_DEGL",5445.6090103475,0,5445.6090103475,"3_0_103_16sp","3_0_103_16sp_DEGL",6,1,0,5,-2.33507483424145,0.642929455925717,-0.189694244338901,-2.04128471219882,-0.909753566618466,2.65003383431009
"1254","DEGL",3,509,9003,0.44,0.5,50,40,"I",0,"shrub","shrub","gravity","AM","","deciduous",1,1,"16sp","3_0_509","3_0","3_0_509_DEGL",5638.56875751536,0,5638.56875751536,"3_0_509_16sp","3_0_509_16sp_DEGL",6,1,0,5,-2.33507483424145,0.772529131509715,0.0160224828393072,-2.04128471219882,-0.909753566618466,5.10134556912147
"1268","EUAL",3,410,10004,0.3,0.37,13,5,"I",0,"shrub","shrub","gravity","AM","","deciduous",1,1,"16sp","3_0_410","3_0","3_0_410_EUAL",5033.73182015621,0,5033.73182015621,"3_0_410_16sp","3_0_410_16sp_EUAL",9,1,0,8,-2.33507483424145,0.350208137030215,-0.654337935977173,-2.04128471219882,-0.336946311916534,2.2033307475244
"1269","EUAL",3,209,9001,0.55,0.8,23,21,"F",0,"shrub","shrub","gravity","AM","","deciduous",1,1,"16sp","3_0_209","3_0","3_0_209_EUAL",5217.4477705392,0,5217.4477705392,"3_0_209_16sp","3_0_209_16sp_EUAL",3,1,0,2,-2.33507483424145,0.48362671914493,-0.442559365284631,-2.04128471219882,-1.88897403629944,3.43076731620867
"1291","EUAL",3,310,10003,0.35,0.75,12,10,"F",0,"shrub","shrub","gravity","AM","","deciduous",1,1,"16sp","3_0_310","3_0","3_0_310_EUAL",5614.19509674721,0,5614.19509674721,"3_0_310_16sp","3_0_310_16sp_EUAL",4,2,1,2,-2.33507483424145,0.756405642204616,-0.00957072513433473,-1.23293275386211,-1.88897403629944,2.03113158562347
"1297","EUAL",3,509,9004,0.85,0.2,15,10,"I",0,"shrub","shrub","gravity","AM","","deciduous",1,1,"16sp","3_0_509","3_0","3_0_509_EUAL",5638.56875751536,0,5638.56875751536,"3_0_509_16sp","3_0_509_16sp_EUAL",6,1,0,5,-2.33507483424145,0.772529131509715,0.0160224828393072,-2.04128471219882,-0.909753566618466,2.51118946518227
"1314","EUAL",3,310,10002,0.7,0.5,15,21,"F",0,"shrub","shrub","gravity","AM","","deciduous",1,1,"16sp","3_0_310","3_0","3_0_310_EUAL",5614.19509674721,0,5614.19509674721,"3_0_310_16sp","3_0_310_16sp_EUAL",4,2,1,2,-2.33507483424145,0.756405642204616,-0.00957072513433473,-1.23293275386211,-1.88897403629944,2.51118946518227
"1336","EUMA",3,103,3006,0.5,0.6,35,42,"I",0,"shrub","shrub","gravity","AM","","deciduous",1,1,"16sp","3_0_103","3_0","3_0_103_EUMA",5445.6090103475,0,5445.6090103475,"3_0_103_16sp","3_0_103_16sp_EUMA",6,2,1,4,-2.33507483424145,0.642929455925717,-0.189694244338901,-1.23293275386211,-1.16732224104129,4.33401612459776
"1352","EUMA",3,204,4001,0.75,0.9,6,6,"W",0,"shrub","shrub","gravity","AM","","deciduous",1,1,"16sp","3_0_204","3_0","3_0_204_EUMA",4725.91198049483,0,4725.91198049483,"3_0_204_16sp","3_0_204_16sp_EUMA",1,1,0,0,-2.33507483424145,0.115351137439009,-1.02713218174273,-2.04128471219882,-3.44100176068236,0.539935609929693
"1364","EUMA",3,103,3002,0.3,0.9,60,65,"I",0,"shrub","shrub","gravity","AM","","deciduous",1,1,"16sp","3_0_103","3_0","3_0_103_EUMA",5445.6090103475,0,5445.6090103475,"3_0_103_16sp","3_0_103_16sp_EUMA",6,2,1,4,-2.33507483424145,0.642929455925717,-0.189694244338901,-1.23293275386211,-1.16732224104129,5.49358141656983
"1425","EUMA",3,309,9003,0.52,0.46,12,17,"W",0,"shrub","shrub","gravity","AM","","deciduous",1,1,"16sp","3_0_309","3_0","3_0_309_EUMA",4636.66798806777,0,4636.66798806777,"3_0_309_16sp","3_0_309_16sp_EUMA",5,2,1,3,-2.33507483424145,0.04439443872509,-1.13976348089545,-1.23293275386211,-1.4825608213204,2.03113158562347
"1430","EUMA",3,309,9004,0.26,0.5,12,13,"W",0,"shrub","shrub","gravity","AM","","deciduous",1,1,"16sp","3_0_309","3_0","3_0_309_EUMA",4636.66798806777,0,4636.66798806777,"3_0_309_16sp","3_0_309_16sp_EUMA",5,2,1,3,-2.33507483424145,0.04439443872509,-1.13976348089545,-1.23293275386211,-1.4825608213204,2.03113158562347
"1469","EUVE",3,108,8003,0.65,0.25,11,12,"W",0,"shrub","shrub","gravity","AM","","deciduous",1,1,"16sp","3_0_108","3_0","3_0_108_EUVE",7474.98528777091,0,7474.98528777091,"3_0_108_16sp","3_0_108_16sp_EUVE",4,1,0,3,-2.33507483424145,1.82185648853763,1.6816453993599,-2.04128471219882,-1.4825608213204,1.84394043943473
"1650","FRMA",3,510,10024,0.98,0.95,5,3,"W",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,1,"16sp","3_1_510","3_1","3_1_510_FRMA",7439.48328560307,0,7439.48328560307,"3_1_510_16sp","3_1_510_16sp_FRMA",18,18,17,0,-2.33507483424145,1.80413734686752,1.65351937345469,1.32948232883427,-3.44100176068236,0.147699762481336
"1651","FRMA",3,510,10025,0.95,0.8,6,7,"W",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,1,"16sp","3_1_510","3_1","3_1_510_FRMA",7439.48328560307,0,7439.48328560307,"3_1_510_16sp","3_1_510_16sp_FRMA",18,18,17,0,-2.33507483424145,1.80413734686752,1.65351937345469,1.32948232883427,-3.44100176068236,0.539935609929693
"2982","LOSP",3,108,8004,0.7,0.9,12,17,"W",0,"shrub","shrub","gravity","AM","","deciduous",1,1,"16sp","3_0_108","3_0","3_0_108_LOSP",7474.98528777091,0,7474.98528777091,"3_0_108_16sp","3_0_108_16sp_LOSP",4,1,0,3,-2.33507483424145,1.82185648853763,1.6816453993599,-2.04128471219882,-1.4825608213204,2.03113158562347
"2996","LOSP",3,310,10001,0.15,0.35,15,26,"F",0,"shrub","shrub","gravity","AM","","deciduous",1,1,"16sp","3_0_310","3_0","3_0_310_LOSP",5614.19509674721,0,5614.19509674721,"3_0_310_16sp","3_0_310_16sp_LOSP",4,1,0,3,-2.33507483424145,0.756405642204616,-0.00957072513433473,-2.04128471219882,-1.4825608213204,2.51118946518227
"3007","MAAM",3,407,7001,0.1,0.5,7,15,"I",0,"tree","canopy","gravity","AM","mid_tolerant","deciduous",1,1,"16sp","3_0_407","3_0","3_0_407_MAAM",5673.11749010583,0,5673.11749010583,"3_0_407_16sp","3_0_407_16sp_MAAM",1,1,0,0,-2.33507483424145,0.795264548147902,0.0521109643942584,-2.04128471219882,-3.44100176068236,0.8715662936514
"3015","PHSC",2,406,6016,0.6,0.1,36,49,"F",1,"shrub","shrub","gravity","AM","","deciduous",1,1,"16sp","2_1_406","2_1","2_1_406_PHSC",5609.00660708954,0,5609.00660708954,"2_1_406_16sp","2_1_406_16sp_PHSC",12,4,3,8,-2.33507483424145,0.75296435424031,-0.0150331654846271,-0.424580795525405,-0.336946311916534,4.39462128832441
"3031","PHSC",1,105,5010,0.3,0.3,78,80,"F",0,"shrub","shrub","gravity","AM","","deciduous",1,1,"16sp","1_0_105","1_0","1_0_105_PHSC",4905.64582165819,0,4905.64582165819,"1_0_105_16sp","1_0_105_16sp_PHSC",8,3,2,5,-2.33507483424145,0.254276179541203,-0.806613072759038,-0.760077170850629,-0.909753566618466,6.05801642591911
"3051","PHSC",2,105,5015,0.95,0.55,91,100,"F",1,"shrub","shrub","gravity","AM","","deciduous",1,1,"16sp","2_1_105","2_1","2_1_105_PHSC",5890.4930558338,0,5890.4930558338,"2_1_105_16sp","2_1_105_16sp_PHSC",6,1,0,5,-2.33507483424145,0.935212075667818,0.274253089429285,-2.04128471219882,-0.909753566618466,6.38964710964082
"3060","PHSC",3,208,8001,0.4,0,100,102,"I",0,"shrub","shrub","gravity","AM","","deciduous",1,1,"16sp","3_0_208","3_0","3_0_208_PHSC",4796.75269552357,0,4796.75269552357,"3_0_208_16sp","3_0_208_16sp_PHSC",4,2,1,2,-2.33507483424145,0.170728115624688,-0.939230953116627,-1.23293275386211,-1.88897403629944,6.59254154481525
"3072","PHSC",3,208,8002,0.75,0.5,73,90,"I",0,"shrub","shrub","gravity","AM","","deciduous",1,1,"16sp","3_0_208","3_0","3_0_208_PHSC",4796.75269552357,0,4796.75269552357,"3_0_208_16sp","3_0_208_16sp_PHSC",4,2,1,2,-2.33507483424145,0.170728115624688,-0.939230953116627,-1.23293275386211,-1.88897403629944,5.91549140398738
"3087","PHSC",3,103,3004,0.3,0.6,85,85,"I",0,"shrub","shrub","gravity","AM","","deciduous",1,1,"16sp","3_0_103","3_0","3_0_103_PHSC",5445.6090103475,0,5445.6090103475,"3_0_103_16sp","3_0_103_16sp_PHSC",6,1,0,5,-2.33507483424145,0.642929455925717,-0.189694244338901,-2.04128471219882,-0.909753566618466,6.2429079021517
"3345","RIMA",3,103,3003,0.4,0.7,111,116,"I",0,"shrub","shrub","gravity","AM","","deciduous",1,1,"16sp","3_0_103","3_0","3_0_103_RIMA",5445.6090103475,0,5445.6090103475,"3_0_103_16sp","3_0_103_16sp_RIMA",6,2,1,4,-2.33507483424145,0.642929455925717,-0.189694244338901,-1.23293275386211,-1.16732224104129,6.81705552862621
"3346","RIMA",3,103,3001,0.1,0.85,94,94,"I",0,"shrub","shrub","gravity","AM","","deciduous",1,1,"16sp","3_0_103","3_0","3_0_103_RIMA",5445.6090103475,0,5445.6090103475,"3_0_103_16sp","3_0_103_16sp_RIMA",6,2,1,4,-2.33507483424145,0.642929455925717,-0.189694244338901,-1.23293275386211,-1.16732224104129,6.45942644948398
"3358","RIMX",3,101,1001,0.75,0.05,126,113,"W",0,"shrub","shrub","gravity","AM","","deciduous",1,1,"16sp","3_0_101","3_0","3_0_101_RIMX",5917.11692626048,0,5917.11692626048,"3_0_101_16sp","3_0_101_16sp_RIMX",1,1,0,0,-2.33507483424145,0.951996510603256,0.300895432528485,-2.04128471219882,-3.44100176068236,7.08974167474705
"3383","RIMX",3,108,8005,0.4,0.8,13,8,"W",0,"shrub","shrub","gravity","AM","","deciduous",1,1,"16sp","3_0_108","3_0","3_0_108_RIMX",7474.98528777091,0,7474.98528777091,"3_0_108_16sp","3_0_108_16sp_RIMX",4,1,0,3,-2.33507483424145,1.82185648853763,1.6816453993599,-2.04128471219882,-1.4825608213204,2.2033307475244
"3421","SPCH",3,410,10009,0,0.8,128,130,"I",0,"shrub","shrub","gravity","AM","","deciduous",1,1,"16sp","3_0_410","3_0","3_0_410_SPCH",5033.73182015621,0,5033.73182015621,"3_0_410_16sp","3_0_410_16sp_SPCH",9,1,0,8,-2.33507483424145,0.350208137030215,-0.654337935977173,-2.04128471219882,-0.336946311916534,7.12362176139143
"3443","SPCH",3,510,10001,0.3,0.2,138,150,"W",0,"shrub","shrub","gravity","AM","","deciduous",1,1,"16sp","3_0_510","3_0","3_0_510_SPCH",5655.07336892755,0,5655.07336892755,"3_0_510_16sp","3_0_510_16sp_SPCH",2,1,0,1,-2.33507483424145,0.783407615791481,0.0332901663656758,-2.04128471219882,-2.46178129100138,7.28545299460339
"3444","SPCH",3,509,9002,0.7,0.35,105,110,"I",0,"shrub","shrub","gravity","AM","","deciduous",1,1,"16sp","3_0_509","3_0","3_0_509_SPCH",5638.56875751536,0,5638.56875751536,"3_0_509_16sp","3_0_509_16sp_SPCH",6,1,0,5,-2.33507483424145,0.772529131509715,0.0160224828393072,-2.04128471219882,-0.909753566618466,6.69750582729869
"3479","SYRE",3,209,9003,0.45,0.1,52,13,"F",0,"shrub","shrub","gravity","AM","","deciduous",1,1,"16sp","3_0_209","3_0","3_0_209_SYRE",5217.4477705392,0,5217.4477705392,"3_0_209_16sp","3_0_209_16sp_SYRE",3,1,0,2,-2.33507483424145,0.48362671914493,-0.442559365284631,-2.04128471219882,-1.88897403629944,5.18572269891195
"100","ACBA",3,209,9011,0.65,0.71,4,4,"F",0,"tree","mid-canopy","wind","AM","shade_tolerant","deciduous",1,1,"16fa","3_0_209","3_0","3_0_209_ACBA",5217.4477705392,0,5217.4477705392,"3_0_209_16fa","3_0_209_16fa_ACBA",26,3,2,23,-2.33507483424145,0.48362671914493,-0.442559365284631,-0.760077170850629,1.04868737274349,-0.332358117077464
"106","ACBA",2,407,7019,0.25,0.03,2,0,"I",0,"tree","mid-canopy","wind","AM","shade_tolerant","deciduous",1,0,"16fa","2_0_407","2_0","2_0_407_ACBA",5655.213553589,0,5655.213553589,"2_0_407_16fa","2_0_407_16fa_ACBA",26,3,2,23,-2.33507483424145,0.783499877963009,0.0334366163616614,-0.760077170850629,1.04868737274349,-1.82355409277124
"117","ACBA",1,105,5014,0.8,0.64,4,5,"F",1,"tree","mid-canopy","wind","AM","shade_tolerant","deciduous",1,1,"16fa","1_1_105","1_1","1_1_105_ACBA",5257.89828227657,0,5257.89828227657,"1_1_105_16fa","1_1_105_16fa_ACBA",14,1,0,13,-2.33507483424145,0.512371208475478,-0.396932536028745,-2.04128471219882,0.287238114337081,-0.332358117077464
"125","ACBA",3,302,2002,0.1,0.1,6,6,"F",0,"tree","mid-canopy","wind","AM","shade_tolerant","deciduous",1,1,"16fa","3_0_302","3_0","3_0_302_ACBA",4819.29462084892,0,4819.29462084892,"3_0_302_16fa","3_0_302_16fa_ACBA",17,1,0,16,-2.33507483424145,0.188177978078401,-0.911532360681794,-2.04128471219882,0.561525522530353,0.539935609929693
"131","ACBA",3,108,8032,0.7,0.57,6,0,"W",0,"tree","mid-canopy","wind","AM","shade_tolerant","deciduous",1,0,"16fa","3_0_108","3_0","3_0_108_ACBA",7474.98528777091,0,7474.98528777091,"3_0_108_16fa","3_0_108_16fa_ACBA",35,2,1,33,-2.33507483424145,1.82185648853763,1.6816453993599,-1.23293275386211,1.54074599221133,0.539935609929693
"150","ACBA",2,309,9013,0.63,0.58,3,4,"W",0,"tree","mid-canopy","wind","AM","shade_tolerant","deciduous",1,1,"16fa","2_0_309","2_0","2_0_309_ACBA",7136.78219979527,0,7136.78219979527,"2_0_309_16fa","2_0_309_16fa_ACBA",17,2,1,15,-2.33507483424145,1.64953113159508,1.40810915569036,-1.23293275386211,0.475880118041563,-0.951260365764085
"151","ACBA",3,310,10013,0.9,0.17,4,4,"F",0,"tree","mid-canopy","wind","AM","shade_tolerant","deciduous",1,1,"16fa","3_0_310","3_0","3_0_310_ACBA",5614.19509674721,0,5614.19509674721,"3_0_310_16fa","3_0_310_16fa_ACBA",14,3,2,11,-2.33507483424145,0.756405642204616,-0.00957072513433473,-0.760077170850629,0.0694669030625142,-0.332358117077464
"157","ACBA",2,407,7020,0.26,0.65,5,6,"I",0,"tree","mid-canopy","wind","AM","shade_tolerant","deciduous",1,1,"16fa","2_0_407","2_0","2_0_407_ACBA",5655.213553589,0,5655.213553589,"2_0_407_16fa","2_0_407_16fa_ACBA",26,3,2,23,-2.33507483424145,0.783499877963009,0.0334366163616614,-0.760077170850629,1.04868737274349,0.147699762481336
"158","ACBA",3,209,9023,0.3,0.1,4,6,"F",0,"tree","mid-canopy","wind","AM","shade_tolerant","deciduous",1,1,"16fa","3_0_209","3_0","3_0_209_ACBA",5217.4477705392,0,5217.4477705392,"3_0_209_16fa","3_0_209_16fa_ACBA",26,3,2,23,-2.33507483424145,0.48362671914493,-0.442559365284631,-0.760077170850629,1.04868737274349,-0.332358117077464
"167","ACBA",1,304,4013,0.27,0,5,6,"I",1,"tree","mid-canopy","wind","AM","shade_tolerant","deciduous",1,1,"16fa","1_1_304","1_1","1_1_304_ACBA",5790.70681800145,0,5790.70681800145,"1_1_304_16fa","1_1_304_16fa_ACBA",14,2,1,12,-2.33507483424145,0.871621822252326,0.173314728633857,-1.23293275386211,0.182544558141916,0.147699762481336
"198","ACBA",1,201,1017,0.18,0.82,5,5,"F",1,"tree","mid-canopy","wind","AM","shade_tolerant","deciduous",1,1,"16fa","1_1_201","1_1","1_1_201_ACBA",5030.88358797884,0,5030.88358797884,"1_1_201_16fa","1_1_201_16fa_ACBA",16,2,1,14,-2.33507483424145,0.348101571307052,-0.657681739147992,-1.23293275386211,0.38470548334162,0.147699762481336
"200","ACBA",2,310,10028,0.4,0.8,4,6.5,"F",0,"tree","mid-canopy","wind","AM","shade_tolerant","deciduous",1,1,"16fa","2_0_310","2_0","2_0_310_ACBA",9588.55520814685,0,9588.55520814685,"2_0_310_16fa","2_0_310_16fa_ACBA",23,1,0,22,-2.33507483424145,2.74864411006313,3.15275800385042,-2.04128471219882,0.988562702558803,-0.332358117077464
"208","ACBA",3,504,4010,0.9,0.34,3.5,0,"F",0,"tree","mid-canopy","wind","AM","shade_tolerant","deciduous",1,0,"16fa","3_0_504","3_0","3_0_504_ACBA",4424.55538922026,0,4424.55538922026,"3_0_504_16fa","3_0_504_16fa_ACBA",11,2,1,9,-2.33507483424145,-0.12988886014874,-1.41640761356466,-1.23293275386211,-0.188101771360311,-0.619629682042379
"215","ACBA",3,310,10011,0.13,0.18,4,5,"F",0,"tree","mid-canopy","wind","AM","shade_tolerant","deciduous",1,1,"16fa","3_0_310","3_0","3_0_310_ACBA",5614.19509674721,0,5614.19509674721,"3_0_310_16fa","3_0_310_16fa_ACBA",14,3,2,11,-2.33507483424145,0.756405642204616,-0.00957072513433473,-0.760077170850629,0.0694669030625142,-0.332358117077464
"217","ACBA",2,302,2030,0.88,0.89,3,0,"F",1,"tree","mid-canopy","wind","AM","shade_tolerant","deciduous",1,0,"16fa","2_1_302","2_1","2_1_302_ACBA",7217.92801658035,0,7217.92801658035,"2_1_302_16fa","2_1_302_16fa_ACBA",35,1,0,34,-2.33507483424145,1.69161087955059,1.47490336633081,-2.04128471219882,1.58169716429717,-0.951260365764085
"224","ACBA",2,407,7018,0.05,0.26,2,0,"I",0,"tree","mid-canopy","wind","AM","shade_tolerant","deciduous",1,0,"16fa","2_0_407","2_0","2_0_407_ACBA",5655.213553589,0,5655.213553589,"2_0_407_16fa","2_0_407_16fa_ACBA",26,3,2,23,-2.33507483424145,0.783499877963009,0.0334366163616614,-0.760077170850629,1.04868737274349,-1.82355409277124
"230","ACBA",3,310,10012,0.35,0.1,4,4,"F",0,"tree","mid-canopy","wind","AM","shade_tolerant","deciduous",1,1,"16fa","3_0_310","3_0","3_0_310_ACBA",5614.19509674721,0,5614.19509674721,"3_0_310_16fa","3_0_310_16fa_ACBA",14,3,2,11,-2.33507483424145,0.756405642204616,-0.00957072513433473,-0.760077170850629,0.0694669030625142,-0.332358117077464
"244","ACBA",1,204,4023,0.33,0.87,3,4,"W",1,"tree","mid-canopy","wind","AM","shade_tolerant","deciduous",1,1,"16fa","1_1_204","1_1","1_1_204_ACBA",5289.02916676844,0,5289.02916676844,"1_1_204_16fa","1_1_204_16fa_ACBA",20,1,0,19,-2.33507483424145,0.534342903393265,-0.362056328594757,-2.04128471219882,0.791118698320669,-0.951260365764085
"248","ACBA",3,107,7013,0.4,0.63,4,6,"F",0,"tree","mid-canopy","wind","AM","shade_tolerant","deciduous",1,1,"16fa","3_0_107","3_0","3_0_107_ACBA",5959.62122156935,0,5959.62122156935,"3_0_107_16fa","3_0_107_16fa_ACBA",16,2,1,14,-2.33507483424145,0.978636514885358,0.343181761319297,-1.23293275386211,0.38470548334162,-0.332358117077464
"249","ACBA",1,304,4014,0.5,0,3,0,"I",1,"tree","mid-canopy","wind","AM","shade_tolerant","deciduous",1,0,"16fa","1_1_304","1_1","1_1_304_ACBA",5790.70681800145,0,5790.70681800145,"1_1_304_16fa","1_1_304_16fa_ACBA",14,2,1,12,-2.33507483424145,0.871621822252326,0.173314728633857,-1.23293275386211,0.182544558141916,-0.951260365764085
"252","ACBA",3,209,9010,0.55,0.46,5,5,"F",0,"tree","mid-canopy","wind","AM","shade_tolerant","deciduous",1,1,"16fa","3_0_209","3_0","3_0_209_ACBA",5217.4477705392,0,5217.4477705392,"3_0_209_16fa","3_0_209_16fa_ACBA",26,3,2,23,-2.33507483424145,0.48362671914493,-0.442559365284631,-0.760077170850629,1.04868737274349,0.147699762481336
"263","ACBA",3,106,6006,0.97,0.48,5,5,"I",0,"tree","mid-canopy","wind","AM","shade_tolerant","deciduous",1,1,"16fa","3_0_106","3_0","3_0_106_ACBA",5049.72914213883,0,5049.72914213883,"3_0_106_16fa","3_0_106_16fa_ACBA",13,1,0,12,-2.33507483424145,0.362017727201587,-0.635592285354028,-2.04128471219882,0.182544558141916,0.147699762481336
"265","ACBA",3,406,6015,0.65,0.25,5,0,"F",0,"tree","mid-canopy","wind","AM","shade_tolerant","deciduous",1,0,"16fa","3_0_406","3_0","3_0_406_ACBA",4553.60553623328,0,4553.60553623328,"3_0_406_16fa","3_0_406_16fa_ACBA",17,3,2,14,-2.33507483424145,-0.0228853985580837,-1.24655840818681,-0.760077170850629,0.38470548334162,0.147699762481336
"278","ACBA",1,201,1013,0.8,0.37,3,3,"F",1,"tree","mid-canopy","wind","AM","shade_tolerant","deciduous",1,1,"16fa","1_1_201","1_1","1_1_201_ACBA",5030.88358797884,0,5030.88358797884,"1_1_201_16fa","1_1_201_16fa_ACBA",16,2,1,14,-2.33507483424145,0.348101571307052,-0.657681739147992,-1.23293275386211,0.38470548334162,-0.951260365764085
"280","ACBA",3,207,7010,0.9,0,4,5,"W",0,"tree","mid-canopy","wind","AM","shade_tolerant","deciduous",1,1,"16fa","3_0_207","3_0","3_0_207_ACBA",5523.21715733209,0,5523.21715733209,"3_0_207_16fa","3_0_207_16fa_ACBA",16,1,0,15,-2.33507483424145,0.695597986840232,-0.106092200150173,-2.04128471219882,0.475880118041563,-0.332358117077464
"283","ACBA",3,504,4004,0.23,0.5,5,5,"F",0,"tree","mid-canopy","wind","AM","shade_tolerant","deciduous",1,1,"16fa","3_0_504","3_0","3_0_504_ACBA",4424.55538922026,0,4424.55538922026,"3_0_504_16fa","3_0_504_16fa_ACBA",11,2,1,9,-2.33507483424145,-0.12988886014874,-1.41640761356466,-1.23293275386211,-0.188101771360311,0.147699762481336
"290","ACBA",3,107,7014,0.3,0.65,4,6,"F",0,"tree","mid-canopy","wind","AM","shade_tolerant","deciduous",1,1,"16fa","3_0_107","3_0","3_0_107_ACBA",5959.62122156935,0,5959.62122156935,"3_0_107_16fa","3_0_107_16fa_ACBA",16,2,1,14,-2.33507483424145,0.978636514885358,0.343181761319297,-1.23293275386211,0.38470548334162,-0.332358117077464
"295","ACBA",3,108,8031,0.8,0.7,5,6,"W",0,"tree","mid-canopy","wind","AM","shade_tolerant","deciduous",1,1,"16fa","3_0_108","3_0","3_0_108_ACBA",7474.98528777091,0,7474.98528777091,"3_0_108_16fa","3_0_108_16fa_ACBA",35,2,1,33,-2.33507483424145,1.82185648853763,1.6816453993599,-1.23293275386211,1.54074599221133,0.147699762481336
"297","ACBA",2,309,9012,1,0.14,4,0,"W",0,"tree","mid-canopy","wind","AM","shade_tolerant","deciduous",1,0,"16fa","2_0_309","2_0","2_0_309_ACBA",7136.78219979527,0,7136.78219979527,"2_0_309_16fa","2_0_309_16fa_ACBA",17,2,1,15,-2.33507483424145,1.64953113159508,1.40810915569036,-1.23293275386211,0.475880118041563,-0.332358117077464
"312","ACBA",3,208,8008,0.12,0.26,4,4,"I",0,"tree","mid-canopy","wind","AM","shade_tolerant","deciduous",1,1,"16fa","3_0_208","3_0","3_0_208_ACBA",4796.75269552357,0,4796.75269552357,"3_0_208_16fa","3_0_208_16fa_ACBA",10,2,1,8,-2.33507483424145,0.170728115624688,-0.939230953116627,-1.23293275386211,-0.336946311916534,-0.332358117077464
"330","ACBA",3,406,6005,0.15,0.8,5,5,"F",0,"tree","mid-canopy","wind","AM","shade_tolerant","deciduous",1,1,"16fa","3_0_406","3_0","3_0_406_ACBA",4553.60553623328,0,4553.60553623328,"3_0_406_16fa","3_0_406_16fa_ACBA",17,3,2,14,-2.33507483424145,-0.0228853985580837,-1.24655840818681,-0.760077170850629,0.38470548334162,0.147699762481336
"334","ACBA",3,208,8009,0.45,0.39,4,4,"I",0,"tree","mid-canopy","wind","AM","shade_tolerant","deciduous",1,1,"16fa","3_0_208","3_0","3_0_208_ACBA",4796.75269552357,0,4796.75269552357,"3_0_208_16fa","3_0_208_16fa_ACBA",10,2,1,8,-2.33507483424145,0.170728115624688,-0.939230953116627,-1.23293275386211,-0.336946311916534,-0.332358117077464
"337","ACBA",2,103,3038,0.94,0.7,4,4,"I",1,"tree","mid-canopy","wind","AM","shade_tolerant","deciduous",1,1,"16fa","2_1_103","2_1","2_1_103_ACBA",6729.33999314856,0,6729.33999314856,"2_1_103_16fa","2_1_103_16fa_ACBA",36,1,0,35,-2.33507483424145,1.43073843083439,1.06081416341394,-2.04128471219882,1.62149462744542,-0.332358117077464
